"stap_id","start","end","lat","lon","duration"
1,2015-08-08 20:53:40.796,2015-09-02 08:07:07.8076,NA,NA,24.4676737453706
2,2016-05-20 20:39:02.1572,2016-07-10 04:56:24.2401,NA,NA,50.345394478007
